,school_code,school_name,doro_zipcode,doroname,doroname_detail,si,gu
0,7134155,선화예술중학교,4991,서울특별시 광진구 천호대로 664,/ 선화예술중고등학교 (능동),서울특별시,광진구
1,7134150,서울숭신초등학교,4702,서울특별시 성동구 마장로 161,(하왕십리동),서울특별시,성동구
2,7134142,행당중학교,4764,서울특별시 성동구 왕십리로 189,(행당동/행당중학교),서울특별시,성동구
3,7134141,한양대학교사범대학부속중학교,4761,서울특별시 성동구 마조로 42,(사근동/한양사대부속중?고등학교),서울특별시,성동구
4,7134140,자양중학교,5069,서울특별시 광진구 뚝섬로41길 33,(자양동/서울자양중학교),서울특별시,광진구
5,7134139,용곡중학교,4940,서울특별시 광진구 용마산로22길 76,(중곡동/용곡중학교),서울특별시,광진구
6,7134138,옥정중학교,4734,서울특별시 성동구 한림말길 11,/ 옥정중학교 (옥수동),서울특별시,성동구
7,7134137,양진중학교,4982,서울특별시 광진구 워커힐로 32,/ 양진중학교,서울특별시,광진구
8,7134136,신양중학교,5087,서울특별시 광진구 자양강변길 73,/ 신양중학교 (자양동),서울특별시,광진구
9,7134135,성원중학교,4775,서울특별시 성동구 성덕정9가길 13,(성수동2가/ 성원중학교),서울특별시,성동구
10,7134134,성수중학교,4768,서울특별시 성동구 서울숲길 18,(성수동1가/ 성수중학교),서울특별시,성동구
11,7134132,무학중학교,4716,서울특별시 성동구 행당로 120,(행당동),서울특별시,성동구
12,7134131,마장중학교,4753,서울특별시 성동구 마장로35나길 31,/ 마장중학교 (마장동),서울특별시,성동구
13,7134130,대원국제중학교,4939,서울특별시 광진구 용마산로22길 26,/ 대원국제중학교 (중곡동),서울특별시,광진구
14,7134129,동마중학교,4759,서울특별시 성동구 마조로11길 18,(마장동),서울특별시,성동구
15,7134128,동국대학교사범대학부속여자중학교,5038,서울특별시 광진구 광나루로36길 47,/ 동국대학교사범대학부속여자중학교 (구의동),서울특별시,광진구
16,7134127,구의중학교,5022,서울특별시 광진구 광나루로30길 80,(화양동),서울특별시,광진구
17,7134126,광희중학교,4742,서울특별시 성동구 독서당로62길 46,/ 광희중학교 (응봉동),서울특별시,성동구
18,7134125,광진중학교,5114,서울특별시 광진구 뚝섬로64길 45,(자양동/광진중학교),서울특별시,광진구
19,7134124,광장중학교,4966,서울특별시 광진구 광장로1길 1,/ 광장중학교 (광장동),서울특별시,광진구
20,7134123,광양중학교,5104,서울특별시 광진구 자양로3길 7,(자양동),서울특별시,광진구
21,7134122,광남중학교,4973,서울특별시 광진구 아차산로70길 17-62,/ 광남중학교 (광장동),서울특별시,광진구
22,7134121,경일중학교,4779,서울특별시 성동구 성수일로 27,(성수동1가),서울특별시,성동구
23,7134120,경수중학교,4785,서울특별시 성동구 뚝섬로13길 14,(성수동2가),서울특별시,성동구
24,7134119,건국대학교사범대학부속중학교,5025,서울특별시 광진구 자양로 145-1,건국대학교사범대학부속중학교,서울특별시,광진구
25,7134118,한양초등학교,4763,서울특별시 성동구 살곶이길 208,/ 한양초등학교 (사근동),서울특별시,성동구
26,7134117,세종초등학교,5006,서울특별시 광진구 군자로 114,/ 세종초등학교 (군자동),서울특별시,광진구
27,7134116,성동초등학교,5114,서울특별시 광진구 자양로4길 63,(자양동),서울특별시,광진구
28,7134114,서울행현초등학교,4713,서울특별시 성동구 행당로 95,(행당동),서울특별시,성동구
29,7134113,서울행당초등학교,4746,서울특별시 성동구 고산자로8길 6,/ 서울행당초등학교 (행당동),서울특별시,성동구
30,7134112,서울중마초등학교,4907,서울특별시 광진구 동일로72길 43,(중곡동),서울특별시,광진구
31,7134111,서울중광초등학교,4908,서울특별시 광진구 긴고랑로13길 59,(중곡동/중광초등학교),서울특별시,광진구
32,7134110,서울장안초등학교,5004,서울특별시 광진구 군자로 74,(군자동),서울특별시,광진구
33,7134109,서울자양초등학교,5054,서울특별시 광진구 아차산로44길 26,(자양동),서울특별시,광진구
34,7134108,서울응봉초등학교,4742,서울특별시 성동구 독서당로62길 28,(응봉동/ 응봉초등학교),서울특별시,성동구
35,7134107,서울용마초등학교,4926,서울특별시 광진구 천호대로113길 10,(중곡동),서울특별시,광진구
36,7134106,서울용답초등학교,4805,서울특별시 성동구 용답25길 1,/ 서울용답초등학교,서울특별시,성동구
37,7134105,서울용곡초등학교,4940,서울특별시 광진구 용마산로22길 82,/ 서울용곡초등학교 (중곡동),서울특별시,광진구
38,7134104,서울옥정초등학교,4735,서울특별시 성동구 한림말길 43,(옥수동/옥정초등학교),서울특별시,성동구
39,7134103,서울옥수초등학교,4740,서울특별시 성동구 금호로1길 25,/ 옥수초등학교 (금호동4가),서울특별시,성동구
40,7134102,서울양진초등학교,4982,서울특별시 광진구 워커힐로 32,(광장동/양진초중학교),서울특별시,광진구
41,7134101,서울양남초등학교,5114,서울특별시 광진구 뚝섬로64길 71,/ (자양동/ 서울양남초등학교),서울특별시,광진구
42,7134100,서울신자초등학교,5110,서울특별시 광진구 뚝섬로46길 64,/ 서울신자초등학교 (자양동),서울특별시,광진구
43,7134099,서울신양초등학교,5090,서울특별시 광진구 능동로 42,/ 신양초등학교 (자양동),서울특별시,광진구
44,7134098,서울송원초등학교,4800,서울특별시 성동구 동일로43길 9,(송정동),서울특별시,성동구
45,7134097,서울성자초등학교,5102,서울특별시 광진구 뚝섬로56길 7,/ 서울성자초등학교 (자양동),서울특별시,광진구
46,7134096,서울성수초등학교,4798,서울특별시 성동구 아차산로17길 21,(성수동2가),서울특별시,성동구
47,7134095,서울사근초등학교,4761,서울특별시 성동구 사근동11길 16,(사근동/ 사근초등학교),서울특별시,성동구
48,7134094,서울무학초등학교,4710,서울특별시 성동구 무학봉15길 21,/ 서울무학초등학교 (하왕십리동),서울특별시,성동구
49,7134093,서울마장초등학교,4753,서울특별시 성동구 마장로35나길 31,/ 서울마장초등학교 (마장동),서울특별시,성동구
50,7134092,서울동호초등학교,4731,서울특별시 성동구 매봉길 49-35,(옥수동/ 동호초등학교),서울특별시,성동구
51,7134091,서울동자초등학교,5069,서울특별시 광진구 뚝섬로 561,(자양동),서울특별시,광진구
52,7134090,서울동의초등학교,4948,서울특별시 광진구 영화사로 111,(구의동/서울동의초등학교),서울특별시,광진구
53,7134089,서울동명초등학교,4705,서울특별시 성동구 마장로29길 29,/ 서울동명초등학교 (마장동),서울특별시,성동구
54,7134088,서울금호초등학교,4726,서울특별시 성동구 무수막길 69,/ 서울금호초등학교 (금호동2가),서울특별시,성동구
55,7134087,서울금옥초등학교,4725,서울특별시 성동구 독서당로 251,(금호동4가/ 서울금옥초등학교),서울특별시,성동구
56,7134086,서울금북초등학교,4721,서울특별시 성동구 행당로1길 13,/ 서울금북초등학교 (금호동1가),서울특별시,성동구
57,7134085,서울구의초등학교,5022,서울특별시 광진구 광나루로30길 49,/ 서울구의초등학교 (화양동),서울특별시,광진구
58,7134084,서울구남초등학교,5048,서울특별시 광진구 구의강변로 69,/ 서울구남초등학교 (구의동),서울특별시,광진구
59,7134083,서울광진초등학교,4980,서울특별시 광진구 자양로40길 41,/ 서울광진초등학교 (구의동),서울특별시,광진구
60,7134082,서울광장초등학교,4966,서울특별시 광진구 광장로1길 27,/ 서울광장초등학교 (광장동),서울특별시,광진구
61,7134081,서울광남초등학교,4973,서울특별시 광진구 아차산로70길 35,(광장동),서울특별시,광진구
62,7134080,서울경일초등학교,4774,서울특별시 성동구 뚝섬로 332,(성수동1가),서울특별시,성동구
63,7134079,서울경수초등학교,4785,서울특별시 성동구 뚝섬로13길 22,(성수동2가/경수초등학교),서울특별시,성동구
64,7134078,서울경동초등학교,4781,서울특별시 성동구 성수일로 34,(성수동1가/경동초등학교),서울특별시,성동구
65,7134077,경복초등학교,4991,서울특별시 광진구 천호대로130길 58,/ 경복초등학교 (능동),서울특별시,광진구
66,7132154,중앙대학교사범대학부속중학교,6980,서울특별시 동작구 서달로 124,/ 중앙대학교사범대학부속중학교 (흑석동),서울특별시,동작구
67,7132153,장승중학교,6963,서울특별시 동작구 장승배기로10가길 25,/ 장승중학교 (상도동),서울특별시,동작구
68,7132152,인헌중학교,8795,서울특별시 관악구 인헌9길 35,/ 인헌중학교 (봉천동),서울특별시,관악구
69,7132151,영등포중학교,6933,서울특별시 동작구 등용로8길 5,/ 영등포중학교 (대방동),서울특별시,동작구
70,7132150,신림중학교,8841,서울특별시 관악구 신림로 40,(신림동/신림중학교),서울특별시,관악구
71,7132149,신관중학교,8781,서울특별시 관악구 신림로48길 17-16,/ (신림동 신관중학교),서울특별시,관악구
72,7132148,숭의여자중학교,6944,서울특별시 동작구 여의대방로36길 79,(대방동),서울특별시,동작구
73,7132147,성보중학교,8773,서울특별시 관악구 남부순환로156길 39,성보중학교 (신림동),서울특별시,관악구
74,7132146,성남중학교,6946,서울특별시 동작구 대방동길 74,(대방동),서울특별시,동작구
75,7132145,서울문영여자중학교,8833,서울특별시 관악구 관악로 85,(봉천동),서울특별시,관악구
76,7132144,상현중학교,7028,서울특별시 동작구 사당로2길 2-19,(상도동),서울특별시,동작구
77,7132143,상도중학교,7028,서울특별시 동작구 사당로2가길 72,/ 상도중학교 (사당동),서울특별시,동작구
78,7132142,삼성중학교,8816,서울특별시 관악구 신림로3가길 39-24,(신림동/삼성중학교),서울특별시,관악구
79,7132141,사당중학교,7003,서울특별시 동작구 사당로9가길 58,/ 사당중학교 (사당동),서울특별시,동작구
80,7132140,봉원중학교,8736,서울특별시 관악구 관악로24가길 15,/ 봉원중학교 (봉천동/봉원중학교),서울특별시,관악구
81,7132139,봉림중학교,8782,서울특별시 관악구 장군봉길 72,(봉천동),서울특별시,관악구
82,7132138,미성중학교,8863,서울특별시 관악구 문성로16길 40,(신림동),서울특별시,관악구
83,7132137,문창중학교,7057,서울특별시 동작구 여의대방로22나길 40,(신대방동),서울특별시,동작구
84,7132136,동작중학교,6992,서울특별시 동작구 동작대로39가길 83,(동작동),서울특별시,동작구
85,7132135,동양중학교,6910,서울특별시 동작구 흑석로9길 94,/ 동양중학교 (흑석동),서울특별시,동작구
86,7132134,대방중학교,7064,서울특별시 동작구 여의대방로10길 24,(신대방동/ 대방중학교),서울특별시,동작구
87,7132133,당곡중학교,8711,서울특별시 관악구 봉천로13길 101,/ 당곡중학교 (봉천동),서울특별시,관악구
88,7132132,남성중학교,7022,서울특별시 동작구 남부순환로269길 166,(사당동/남성중학교),서울특별시,동작구
89,7132131,남서울중학교,8773,서울특별시 관악구 남부순환로172길 97,/ 남서울중학교 (신림동),서울특별시,관악구
90,7132130,남강중학교,8854,서울특별시 관악구 난곡로34길 80,(신림동/남강중고등학교),서울특별시,관악구
91,7132129,난우중학교,8857,서울특별시 관악구 난곡로16길 32,/ 난우중학교 (신림동),서울특별시,관악구
92,7132128,국사봉중학교,7038,서울특별시 동작구 양녕로20길 20,/ 국사봉중학교 (상도동),서울특별시,동작구
93,7132127,구암중학교,8723,서울특별시 관악구 성현로 53,(봉천동),서울특별시,관악구
94,7132126,광신중학교,8847,서울특별시 관악구 광신길 141,/ 광신중학교 (신림동),서울특별시,관악구
95,7132125,관악중학교,8741,서울특별시 관악구 남부순환로237길 60,/ 관악중학교 (봉천동),서울특별시,관악구
96,7132124,강현중학교,6953,서울특별시 동작구 상도로13라길 22,/ 강현중학교 (상도동),서울특별시,동작구
97,7132123,강남중학교,6955,서울특별시 동작구 대방동15길 29,(대방동/ 강남중학교),서울특별시,동작구
98,7132122,중앙대학교사범대학부속초등학교,6973,서울특별시 동작구 서달로 135,(흑석동/ 중앙대부속초등학교),서울특별시,동작구
99,7132121,서울흑석초등학교,6904,서울특별시 동작구 현충로 87,/ 서울흑석초등학교 (흑석동),서울특별시,동작구
100,7132120,서울행림초등학교,7031,서울특별시 동작구 솔밭로 47,(사당동/행림초등학교),서울특별시,동작구
101,7132119,서울청룡초등학교,8833,서울특별시 관악구 관악로5길 61,(봉천동),서울특별시,관악구
102,7132118,서울조원초등학교,8701,서울특별시 관악구 조원로 67,(신림동),서울특별시,관악구
103,7132117,서울인헌초등학교,8792,서울특별시 관악구 낙성대로 23,(봉천동),서울특별시,관악구
104,7132116,서울은천초등학교,8716,서울특별시 관악구 은천로 69,(봉천동),서울특별시,관악구
105,7132115,서울은로초등학교,6973,서울특별시 동작구 서달로 115,/ 서울은로초등학교 (흑석동),서울특별시,동작구
106,7132114,서울원신초등학교,8846,서울특별시 관악구 광신길 177,/ 원신초등학교 (신림동),서울특별시,관악구
107,7132113,서울원당초등학교,8739,서울특별시 관악구 봉천로 505,(봉천동),서울특별시,관악구
108,7132112,서울영화초등학교,6933,서울특별시 동작구 등용로8길 3,/ 서울영화초등학교 (대방동),서울특별시,동작구
109,7132111,서울영본초등학교,6915,서울특별시 동작구 만양로12가길 69,/ 서울영본초등학교 (본동),서울특별시,동작구
110,7132110,서울신우초등학교,8823,서울특별시 관악구 호암로 498,/ 신우초등학교 (신림동),서울특별시,관악구
111,7132109,서울신성초등학교,8839,서울특별시 관악구 신림로 114,/ 서울신성초등학교 (신림동),서울특별시,관악구
112,7132108,서울신상도초등학교,6967,서울특별시 동작구 장승배기로 14,(상도동/서울신상도초등학교),서울특별시,동작구
113,7132107,서울신봉초등학교,8747,서울특별시 관악구 양녕로6나길 1,(봉천동),서울특별시,관악구
114,7132106,서울신림초등학교,8842,서울특별시 관악구 문성로28길 31,/ 서울신림초등학교 (신림동),서울특별시,관악구
115,7132105,서울신남성초등학교,7030,서울특별시 동작구 사당로 146,(사당동),서울특별시,동작구
116,7132104,서울신길초등학교,6941,서울특별시 동작구 알마타길 16,(대방동),서울특별시,동작구
117,7132103,서울상현초등학교,7039,서울특별시 동작구 상도로58길 21,(상도동),서울특별시,동작구
118,7132102,서울상도초등학교,6961,서울특별시 동작구 성대로21길 62,(상도동/상도초등학교),서울특별시,동작구
119,7132101,서울삼일초등학교,7000,서울특별시 동작구 사당로23나길 27,/ 서울삼일초등학교 (사당동),서울특별시,동작구
120,7132100,서울삼성초등학교,8816,서울특별시 관악구 대학7길 52,/ 삼성초등학교 (신림동),서울특별시,관악구
121,7132099,서울사당초등학교,8804,서울특별시 관악구 남현4길 51,/ 서울사당초등학교 (남현동),서울특별시,관악구
122,7132098,서울봉현초등학교,8723,서울특별시 관악구 성현로 117,(봉천동/서울봉현초등학교),서울특별시,관악구
123,7132097,서울봉천초등학교,8736,서울특별시 관악구 행운1라길 17,/ 서울봉천초등학교 (봉천동/봉천초등학교),서울특별시,관악구
124,7132096,서울본동초등학교,6907,서울특별시 동작구 노량진로26길 16-40,/ 서울본동초등학교 (본동),서울특별시,동작구
125,7132095,서울보라매초등학교,7063,서울특별시 동작구 여의대방로16길 30,/ 서울보라매초등학교 (신대방동),서울특별시,동작구
126,7132094,서울미성초등학교,8770,서울특별시 관악구 문성로 79,/ 서울미성초등학교 (신림동),서울특별시,관악구
127,7132093,서울문창초등학교,7066,서울특별시 동작구 신대방2길 14,(신대방동/서울문창초등학교),서울특별시,동작구
128,7132092,서울동작초등학교,6992,서울특별시 동작구 동작대로29길 214,/ 서울동작초등학교 (사당동),서울특별시,동작구
129,7132091,서울대림초등학교,6954,서울특별시 동작구 대방동1길 22,(대방동),서울특별시,동작구
130,7132090,서울당곡초등학교,8711,서울특별시 관악구 보라매로2길 23,/ 23 (봉천동/당곡초등학교),서울특별시,관악구
131,7132089,서울노량진초등학교,6924,서울특별시 동작구 장승배기로 160,(노량진동),서울특별시,동작구
132,7132088,서울남성초등학교,7005,서울특별시 동작구 사당로23길 57-14,(사당동/ 서울남성초등학교),서울특별시,동작구
133,7132087,서울남사초등학교,7014,서울특별시 동작구 동작대로13길 22,(사당동),서울특별시,동작구
134,7132086,서울남부초등학교,8763,서울특별시 관악구 남부순환로163길 14,/ 서울남부초등학교 (신림동),서울특별시,관악구
135,7132085,서울난향초등학교,8859,서울특별시 관악구 난향길 9,(신림동/난향초등학교),서울특별시,관악구
136,7132084,서울난우초등학교,8850,서울특별시 관악구 난우길 40,(신림동/난우초등학교),서울특별시,관악구
137,7132083,서울난곡초등학교,8858,서울특별시 관악구 난곡로35길 102,(신림동/ 난곡초등학교),서울특별시,관악구
138,7132082,서울구암초등학교,8724,서울특별시 관악구 구암길 1,/ 서울구암초등학교 (봉천동),서울특별시,관악구
139,7132081,서울관악초등학교,8785,서울 관악구 청룡4길 49,/ 관악초등학교 (봉천동/관악초등학교),서울,관악구
140,7132080,서울강남초등학교,6912,서울특별시 동작구 강남초등길 15,(상도1동),서울특별시,동작구
141,7130275,상일중학교,5282,서울특별시 강동구 천호대로219길 61,(상일동/ 상일여자중학교),서울특별시,강동구
142,7130271,위례솔중학교,5846,서울특별시 송파구 위례북로2길 10,/ 위례솔중학교 (거여동),서울특별시,송파구
143,7130270,서울위례솔초등학교,5776,서울특별시 송파구 위례북로2길 12,/ 12,서울특별시,송파구
144,7130268,강빛중학교,5201,서울특별시 강동구 아리수로93다길 1,(강일동/ 강빛초중통합학교),서울특별시,강동구
145,7130266,서울강빛초등학교,5201,서울특별시 강동구 아리수로93다길 1,"(강일동, 강빛초중통합학교)",서울특별시,강동구
146,7130264,서울고현초등학교,5274,서울특별시 강동구 상일로11길 110,/ 서울고현초등학교,서울특별시,강동구
147,7130256,해누리중학교,5698,서울특별시 송파구 송파대로37길 95,/ 해누리중학교 (가락동),서울특별시,송파구
148,7130255,서울해누리초등학교,5698,서울특별시 송파구 송파대로37길 95,(가락동),서울특별시,송파구
149,7130251,서울강솔초등학교,5214,서울특별시 강동구 고덕로97길 80,/ 서울강솔초등학교 (강일동),서울특별시,강동구
150,7130245,서울위례별초등학교,5850,서울특별시 송파구 위례광장로 243,/ 서울위례별초등학교 (장지동),서울특별시,송파구
151,7130209,한영중학교,5279,서울특별시 강동구 동남로 832,/ 한영중학교 (상일동),서울특별시,강동구
152,7130208,한산중학교,5371,서울특별시 강동구 풍성로 251,(둔촌동),서울특별시,강동구
153,7130207,풍성중학교,5506,서울특별시 송파구 강동대로2길 27,(풍납동/ 풍성중학교),서울특별시,송파구
154,7130206,풍납중학교,5506,서울특별시 송파구 올림픽로43길 20,(풍납동),서울특별시,송파구
155,7130205,천호중학교,5308,서울특별시 강동구 상암로 153,(천호동),서울특별시,강동구
156,7130204,천일중학교,5323,서울특별시 강동구 천중로 57,(천호동/천일중학교),서울특별시,강동구
157,7130203,정신여자중학교,5571,서울특별시 송파구 올림픽로4길 16,/ 정신여자중학교 (잠실동),서울특별시,송파구
158,7130202,잠실중학교,5504,서울특별시 송파구 올림픽로35길 130,(신천동),서울특별시,송파구
159,7130201,잠신중학교,5502,서울특별시 송파구 잠실로 12,/ 잠신중학교 (잠실동),서울특별시,송파구
160,7130200,일신여자중학교,5676,서울특별시 송파구 송파대로38길 8,(송파동/일신여자중학교),서울특별시,송파구
161,7130199,오주중학교,5728,서울특별시 송파구 동남로 281,(오금동/ 오주중학교),서울특별시,송파구
162,7130198,오륜중학교,5649,서울특별시 송파구 양재대로 1242,(방이동/오륜중학교),서울특별시,송파구
163,7130197,오금중학교,5660,서울특별시 송파구 오금로35길 20,(오금동/오금중학교),서울특별시,송파구
164,7130196,영파여자중학교,5529,서울특별시 송파구 올림픽로 565,(풍납동),서울특별시,송파구
165,7130195,아주중학교,5572,서울특별시 송파구 올림픽로4길 69,/ 아주중학교 (잠실동),서울특별시,송파구
166,7130194,신천중학교,5501,서울특별시 송파구 백제고분로 11,/ 신천중학교 (잠실동),서울특별시,송파구
167,7130193,신암중학교,5238,서울특별시 강동구 고덕로 65,/ 신암중학교 (암사동),서울특별시,강동구
168,7130192,신명중학교,5300,서울특별시 강동구 명일로24길 25,(길동),서울특별시,강동구
169,7130191,송파중학교,5823,서울특별시 송파구 동남로 203,(가락동/ 송파중학교),서울특별시,송파구
170,7130190,송례중학교,5853,서울특별시 송파구 위례순환로 429,(장지동),서울특별시,송파구
171,7130189,세륜중학교,5654,서울특별시 송파구 양재대로72길 41,(오금동/세륜중학교),서울특별시,송파구
172,7130188,성덕여자중학교,5306,서울특별시 강동구 구천면로 396,(천호동/ 성덕여자중학교),서울특별시,강동구
173,7130187,성내중학교,5396,서울특별시 강동구 성안로7길 36,(성내동/성내중학교),서울특별시,강동구
174,7130186,석촌중학교,5706,서울특별시 송파구 송이로15길 13,(가락동),서울특별시,송파구
175,7130185,서울체육중학교,5541,서울특별시 송파구 강동대로 232,/ 서울체육중학교 (방이동),서울특별시,송파구
176,7130183,보인중학교,5742,서울특별시 송파구 오금로49길 18,(오금동/ 보인중고등학교),서울특별시,송파구
177,7130182,보성중학교,5649,서울특별시 송파구 양재대로 1278,(방이동/보성중고등학교),서울특별시,송파구
178,7130181,배재중학교,5234,서울특별시 강동구 고덕로 227,(고덕동/ 배재중학교),서울특별시,강동구
179,7130180,배명중학교,5598,서울특별시 송파구 삼학사로 11,(삼전동/배명중고등학교),서울특별시,송파구
180,7130179,방이중학교,5546,서울특별시 송파구 오금로11길 64,(방이동/방이중학교),서울특별시,송파구
181,7130178,방산중학교,5645,서울특별시 송파구 오금로29길 31,(방이동/ 방산중학교),서울특별시,송파구
182,7130177,문현중학교,5811,서울특별시 송파구 충민로 99,(장지동/ 문현중학교),서울특별시,송파구
183,7130176,문정중학교,5797,서울특별시 송파구 문정로 73,(문정동/ 문정중학교),서울특별시,송파구
184,7130175,명일중학교,5230,서울특별시 강동구 양재대로156길 57,(고덕동/명일중학교),서울특별시,강동구
185,7130174,둔촌중학교,5367,서울특별시 강동구 진황도로61길 25-30,(둔촌동),서울특별시,강동구
186,7130173,동신중학교,5339,서울특별시 강동구 진황도로 72,(천호동/ 동신중학교),서울특별시,강동구
187,7130172,동북중학교,5412,서울특별시 강동구 강동대로 305,(둔촌동),서울특별시,강동구
188,7130171,고덕중학교,5225,서울특별시 강동구 동남로82길 94,(고덕동),서울특별시,강동구
189,7130170,거원중학교,5789,서울특별시 송파구 양산로2길 30,(거여동/거원중학교),서울특별시,송파구
190,7130169,강일중학교,5236,서울특별시 강동구 고덕로27길 12,(암사동414-17),서울특별시,강동구
191,7130168,강명중학교,5285,서울특별시 강동구 상일로12길 56,(강일동/ 강명중학교),서울특별시,강동구
192,7130167,강동중학교,5208,서울특별시 강동구 풍산로 237,/ 강동중학교 (강일동),서울특별시,강동구
193,7130166,가원중학교,5831,서울특별시 송파구 중대로10길 40-18,(가락동/가원중학교),서울특별시,송파구
194,7130165,가락중학교,5673,서울특별시 송파구 송이로 45,(송파동/가락중학교),서울특별시,송파구
195,7130164,서울한산초등학교,5371,서울특별시 강동구 풍성로 261,(서울한산초등학교/ 둔촌동),서울특별시,강동구
196,7130163,서울풍성초등학교,5506,서울특별시 송파구 강동대로2길 13,/ (풍납동/풍성초등학교),서울특별시,송파구
197,7130162,서울풍납초등학교,5522,서울특별시 송파구 풍성로 43,(풍납동),서울특별시,송파구
198,7130161,서울평화초등학교,5831,서울특별시 송파구 송파대로26길 22,/ 서울평화초등학교 (가락동),서울특별시,송파구
199,7130160,서울토성초등학교,5533,서울특별시 송파구 풍성로20길 44,/ 서울토성초등학교 (풍납동),서울특별시,송파구
200,7130159,서울천호초등학교,5309,서울특별시 강동구 구천면로 310-11,(천호동/서울천호초등학교),서울특별시,강동구
201,7130158,서울천일초등학교,5330,서울특별시 강동구 구천면로 266,/ 서울천일초등학교 (천호동),서울특별시,강동구
202,7130157,서울천동초등학교,5341,서울특별시 강동구 성안로 200,/ 서울천동초등학교 (길동),서울특별시,강동구
203,7130156,서울중대초등학교,5677,서울특별시 송파구 송파대로36길 8,(송파동),서울특별시,송파구
204,7130155,서울잠현초등학교,5507,서울특별시 송파구 올림픽로37길 109,/ 서울잠현초등학교 (신천동),서울특별시,송파구
205,7130154,서울잠전초등학교,5568,서울특별시 송파구 올림픽로12길 51,/ 서울잠전초등학교 (잠실동),서울특별시,송파구
206,7130153,서울잠일초등학교,5501,서울특별시 송파구 올림픽로 95,/ 서울잠일초등학교 (잠실동),서울특별시,송파구
207,7130152,서울잠실초등학교,5507,서울특별시 송파구 올림픽로35길 20,(신천동/잠실초등학교),서울특별시,송파구
208,7130151,서울잠신초등학교,5502,서울특별시 송파구 잠실로 32,/ 서울잠신초등학교 (잠실동),서울특별시,송파구
209,7130150,서울잠동초등학교,5504,서울특별시 송파구 올림픽로35길 122,(신천동/ 잠동초등학교),서울특별시,송파구
210,7130149,서울위례초등학교,5410,서울특별시 강동구 명일로 23,(둔촌동),서울특별시,강동구
211,7130148,서울오륜초등학교,5649,서울특별시 송파구 양재대로 1196,/ 서울오륜초등학교 (방이동),서울특별시,송파구
212,7130147,서울오금초등학교,5654,서울특별시 송파구 위례성대로22길 11,(오금동/ 서울오금초등학교),서울특별시,송파구
213,7130146,서울영풍초등학교,5744,서울특별시 송파구 오금로57길 15,/ 서울영풍초등학교 (거여동),서울특별시,송파구
214,7130145,서울아주초등학교,5572,서울특별시 송파구 올림픽로4길 59,/ 서울아주초등학교 (잠실동),서울특별시,송파구
215,7130144,서울신천초등학교,5503,서울특별시 송파구 올림픽로 215,(잠실동/ 주공아파트),서울특별시,송파구
216,7130143,서울신암초등학교,5242,서울특별시 강동구 올림픽로93길 33-16,/ 서울신암초등학교 (암사동),서울특별시,강동구
217,7130142,서울신명초등학교,5300,서울특별시 강동구 명일로24길 33,/ 서울신명초등학교 (길동),서울특별시,강동구
218,7130141,서울신가초등학교,5706,서울특별시 송파구 송이로 75,/ 서울신가초등학교 (가락동),서울특별시,송파구
219,7130140,서울송파초등학교,5666,서울특별시 송파구 백제고분로 400,(송파동),서울특별시,송파구
220,7130139,서울송전초등학교,5607,서울특별시 송파구 석촌호수로 159,(잠실동),서울특별시,송파구
221,7130138,서울송례초등학교,5853,서울특별시 송파구 위례순환로 439,(장지동),서울특별시,송파구
222,7130137,서울세륜초등학교,5649,서울특별시 송파구 양재대로 1264,/ 서울세륜초등학교 (방이동),서울특별시,송파구
223,7130136,서울성일초등학교,5396,서울특별시 강동구 성내로15길 33,/ 서울성일초등학교 (성내동),서울특별시,강동구
224,7130135,서울성내초등학교,5392,서울특별시 강동구 성내로3길 19,(성내동/ 서울성내초등학교),서울특별시,강동구
225,7130134,서울선사초등학교,5239,서울특별시 강동구 올림픽로 837,/ 서울선사초등학교 (암사동/ 서울선사초등학교),서울특별시,강동구
226,7130133,서울선린초등학교,5367,서울특별시 강동구 진황도로61길 29,/ 서울선린초등학교 (둔촌동),서울특별시,강동구
227,7130132,서울석촌초등학교,5689,서울특별시 송파구 가락로11길 26,/ 서울석촌초등학교 (석촌동),서울특별시,송파구
228,7130131,서울상일초등학교,5283,서울특별시 강동구 천호대로 1477,(상일동),서울특별시,강동구
229,7130130,서울삼전초등학교,5584,서울특별시 송파구 백제고분로28길 19,(삼전동),서울특별시,송파구
230,7130129,서울버들초등학교,5555,서울특별시 송파구 석촌호수로 81,/ 서울버들초등학교 (잠실동),서울특별시,송파구
231,7130128,서울방이초등학교,5636,서울특별시 송파구 위례성대로10길 4,/ 서울방이초등학교 (방이동),서울특별시,송파구
232,7130127,서울방산초등학교,5645,서울특별시 송파구 오금로27길 42,(방이동),서울특별시,송파구
233,7130126,서울문현초등학교,5799,서울특별시 송파구 충민로 137,/ (서울문현초등학교) (장지동),서울특별시,송파구
234,7130125,서울문정초등학교,5797,서울특별시 송파구 문정로5길 20,/ 문정초등학교 (문정동),서울특별시,송파구
235,7130124,서울문덕초등학교,5809,서울특별시 송파구 송이로34길 60,(문정동),서울특별시,송파구
236,7130123,서울묘곡초등학교,5232,서울특별시 강동구 동남로79길 46,(고덕동),서울특별시,강동구
237,7130122,서울명일초등학교,5256,서울특별시 강동구 고덕로38길 8,(암사동/ 서울명일초등학교),서울특별시,강동구
238,7130121,서울명원초등학교,5268,서울특별시 강동구 명일로 364,/ 서울명원초등학교 (명일동),서울특별시,강동구
